trialNum,  rise1, rise2, ampl1, ampl2, resp, correct, standard, stepsize_Perc, reversal,  rise_diff_perc, type1,115,40,0.5,0.5,1,1,2,0.25,0,1.8903,2
2,115,40,0.5,0.5,1,1,2,0.25,0,1.8903,2
3,96,40,0.5,0.5,1,1,2,0.25,0,1.4177,2
4,40,96,0.5,0.5,2,1,1,0.25,0,1.4177,2
5,40,82,0.5,0.5,2,1,1,0.25,0,1.0633,2
6,40,82,0.5,0.5,2,1,1,0.25,0,1.0633,2
7,71,40,0.5,0.5,2,0,2,0.25,1,0.79746,2
8,40,79,0.5,0.5,2,1,1,0.25,1,0.99683,2
9,40,79,0.5,0.5,2,1,1,0.125,0,0.99683,2
10,74,40,0.5,0.5,1,1,2,0.125,0,0.87223,2
11,74,40,0.5,0.5,1,1,2,0.125,0,0.87223,2
12,70,40,0.5,0.5,1,1,2,0.125,0,0.7632,2
13,70,40,0.5,0.5,1,1,2,0.125,0,0.7632,2
14,66,40,0.5,0.5,2,0,2,0.125,1,0.6678,2
15,40,70,0.5,0.5,1,0,1,0.125,0,0.75127,2
16,40,73,0.5,0.5,1,0,1,0.125,0,0.84518,2
17,78,40,0.5,0.5,2,0,2,0.125,0,0.95083,2
18,82,40,0.5,0.5,2,0,2,0.125,0,1.0697,2
19,40,88,0.5,0.5,2,1,1,0.125,1,1.2034,2
20,40,88,0.5,0.5,2,1,1,0.0625,0,1.2034,2
21,85,40,0.5,0.5,2,0,2,0.0625,1,1.1282,2
22,40,87,0.5,0.5,2,1,1,0.0625,1,1.1987,2
23,40,87,0.5,0.5,1,0,1,0.03125,1,1.1987,2
24,40,89,0.5,0.5,1,0,1,0.03125,0,1.2362,2
25,40,90,0.5,0.5,2,1,1,0.03125,1,1.2748,2
26,90,40,0.5,0.5,2,0,2,0.015625,1,1.2748,2
